"#";"Iniciar";"Localização";"Descrição"
"531";"29/08/2023 13:50";"=HYPERLINK(""http://maps.google.com/?q=-26,6003073,-51,0980228"",""-26,6003073,-51,0980228"")";"Chave Desligada"
"532";"29/08/2023 13:50";"=HYPERLINK(""http://maps.google.com/?q=-26,6003073,-51,0980228"",""-26,6003073,-51,0980228"")";"Paragem do Motor"
"533";"29/08/2023 14:05";"=HYPERLINK(""http://maps.google.com/?q=-26,600296,-51,0980943"",""-26,600296,-51,0980943"")";"Relatório Atempado"
"534";"29/08/2023 14:05";"=HYPERLINK(""http://maps.google.com/?q=-26,600296,-51,0980943"",""-26,600296,-51,0980943"")";"Prestes a Entrar em Estado de Descanso"
"535";"29/08/2023 14:05";"=HYPERLINK(""http://maps.google.com/?q=-26,600296,-51,0980943"",""-26,600296,-51,0980943"")";"GSM Metrics-pt"
"536";"29/08/2023 14:27";"=HYPERLINK(""http://maps.google.com/?q=-26,600296,-51,0980943"",""-26,600296,-51,0980943"")";"Estado Activo"
"537";"29/08/2023 14:27";"=HYPERLINK(""http://maps.google.com/?q=-26,600296,-51,0980943"",""-26,600296,-51,0980943"")";"Ligado"
"538";"29/08/2023 14:29";"=HYPERLINK(""http://maps.google.com/?q=-26,6003538,-51,0980866"",""-26,6003538,-51,0980866"")";"Primeiro Acerto do GPS"
"539";"29/08/2023 14:29";"=HYPERLINK(""http://maps.google.com/?q=-26,6003595,-51,0980819"",""-26,6003595,-51,0980819"")";"Prestes a Entrar em Estado de Descanso"
"540";"29/08/2023 14:29";"=HYPERLINK(""http://maps.google.com/?q=-26,6003595,-51,0980819"",""-26,6003595,-51,0980819"")";"GSM Metrics-pt"
"541";"29/08/2023 14:30";"=HYPERLINK(""http://maps.google.com/?q=-26,6003595,-51,0980819"",""-26,6003595,-51,0980819"")";"Estado Activo"
"542";"29/08/2023 14:30";"=HYPERLINK(""http://maps.google.com/?q=-26,6003595,-51,0980819"",""-26,6003595,-51,0980819"")";"Ligado"
"543";"29/08/2023 14:30";"=HYPERLINK(""http://maps.google.com/?q=-26,6003595,-51,0980819"",""-26,6003595,-51,0980819"")";"Chave Ligada"
"544";"29/08/2023 14:30";"=HYPERLINK(""http://maps.google.com/?q=-26,6003595,-51,0980819"",""-26,6003595,-51,0980819"")";"Arranque do Motor"
"545";"29/08/2023 14:31";"=HYPERLINK(""http://maps.google.com/?q=-26,6003595,-51,0980819"",""-26,6003595,-51,0980819"")";"GSM Diagnostics-pt"
"546";"29/08/2023 14:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6001825,-51,0978764"",""-26,6001825,-51,0978764"")";"Primeiro Acerto do GPS"
"547";"29/08/2023 14:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6001825,-51,0978764"",""-26,6001825,-51,0978764"")";"Em andamento"
"548";"29/08/2023 14:33";"=HYPERLINK(""http://maps.google.com/?q=-26,6004558,-51,0981921"",""-26,6004558,-51,0981921"")";"Paragem do Motor"
"549";"29/08/2023 14:33";"=HYPERLINK(""http://maps.google.com/?q=-26,6004558,-51,0981921"",""-26,6004558,-51,0981921"")";"Chave Desligada"
"550";"29/08/2023 14:34";"=HYPERLINK(""http://maps.google.com/?q=-26,6005033,-51,0982124"",""-26,6005033,-51,0982124"")";"Chave Ligada"
"551";"29/08/2023 14:34";"=HYPERLINK(""http://maps.google.com/?q=-26,6005033,-51,0982124"",""-26,6005033,-51,0982124"")";"Arranque do Motor"
"552";"29/08/2023 14:35";"=HYPERLINK(""http://maps.google.com/?q=-26,600501,-51,0982129"",""-26,600501,-51,0982129"")";"Chave Desligada"
"553";"29/08/2023 14:35";"=HYPERLINK(""http://maps.google.com/?q=-26,600501,-51,0982129"",""-26,600501,-51,0982129"")";"Paragem do Motor"
"554";"29/08/2023 14:38";"=HYPERLINK(""http://maps.google.com/?q=-26,600482,-51,0982158"",""-26,600482,-51,0982158"")";"Chave Ligada"
"555";"29/08/2023 14:38";"=HYPERLINK(""http://maps.google.com/?q=-26,6004818,-51,0982158"",""-26,6004818,-51,0982158"")";"Arranque do Motor"
"556";"29/08/2023 14:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6003291,-51,0980863"",""-26,6003291,-51,0980863"")";"Chave Desligada"
"557";"29/08/2023 14:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6003291,-51,0980863"",""-26,6003291,-51,0980863"")";"Paragem do Motor"
"558";"29/08/2023 14:55";"=HYPERLINK(""http://maps.google.com/?q=-26,6003128,-51,0980834"",""-26,6003128,-51,0980834"")";"Prestes a Entrar em Estado de Descanso"
"559";"29/08/2023 14:55";"=HYPERLINK(""http://maps.google.com/?q=-26,6003128,-51,0980834"",""-26,6003128,-51,0980834"")";"GSM Metrics-pt"
"560";"29/08/2023 15:35";"=HYPERLINK(""http://maps.google.com/?q=-26,6003128,-51,0980834"",""-26,6003128,-51,0980834"")";"Estado Activo"
"561";"29/08/2023 15:35";"=HYPERLINK(""http://maps.google.com/?q=-26,6003128,-51,0980834"",""-26,6003128,-51,0980834"")";"Ligado"
"562";"29/08/2023 15:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6003385,-51,0980293"",""-26,6003385,-51,0980293"")";"Primeiro Acerto do GPS"
"563";"29/08/2023 15:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6003101,-51,0980249"",""-26,6003101,-51,0980249"")";"Prestes a Entrar em Estado de Descanso"
"564";"29/08/2023 15:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6003101,-51,0980249"",""-26,6003101,-51,0980249"")";"GSM Metrics-pt"
"565";"29/08/2023 15:55";"=HYPERLINK(""http://maps.google.com/?q=-26,6003101,-51,0980249"",""-26,6003101,-51,0980249"")";"Estado Activo"
"566";"29/08/2023 15:55";"=HYPERLINK(""http://maps.google.com/?q=-26,6003101,-51,0980249"",""-26,6003101,-51,0980249"")";"Ligado"
"567";"29/08/2023 15:56";"=HYPERLINK(""http://maps.google.com/?q=-26,6003886,-51,0980746"",""-26,6003886,-51,0980746"")";"Primeiro Acerto do GPS"
"568";"29/08/2023 15:57";"=HYPERLINK(""http://maps.google.com/?q=-26,6003861,-51,0980751"",""-26,6003861,-51,0980751"")";"Prestes a Entrar em Estado de Descanso"
"569";"29/08/2023 15:57";"=HYPERLINK(""http://maps.google.com/?q=-26,6003861,-51,0980751"",""-26,6003861,-51,0980751"")";"GSM Metrics-pt"
"570";"29/08/2023 15:59";"=HYPERLINK(""http://maps.google.com/?q=-26,6003861,-51,0980751"",""-26,6003861,-51,0980751"")";"Estado Activo"
"571";"29/08/2023 15:59";"=HYPERLINK(""http://maps.google.com/?q=-26,6003861,-51,0980751"",""-26,6003861,-51,0980751"")";"Ligado"
"572";"29/08/2023 15:59";"=HYPERLINK(""http://maps.google.com/?q=-26,6003861,-51,0980751"",""-26,6003861,-51,0980751"")";"Chave Ligada"
"573";"29/08/2023 15:59";"=HYPERLINK(""http://maps.google.com/?q=-26,6003861,-51,0980751"",""-26,6003861,-51,0980751"")";"Arranque do Motor"
"574";"29/08/2023 16:00";"=HYPERLINK(""http://maps.google.com/?q=-26,6003723,-51,0981194"",""-26,6003723,-51,0981194"")";"Primeiro Acerto do GPS"
"575";"29/08/2023 16:00";"=HYPERLINK(""http://maps.google.com/?q=-26,6003791,-51,0981093"",""-26,6003791,-51,0981093"")";"Chave Desligada"
"576";"29/08/2023 16:00";"=HYPERLINK(""http://maps.google.com/?q=-26,6003791,-51,0981093"",""-26,6003791,-51,0981093"")";"Paragem do Motor"
"577";"29/08/2023 16:15";"=HYPERLINK(""http://maps.google.com/?q=-26,600374,-51,0980896"",""-26,600374,-51,0980896"")";"Prestes a Entrar em Estado de Descanso"
"578";"29/08/2023 16:15";"=HYPERLINK(""http://maps.google.com/?q=-26,600374,-51,0980896"",""-26,600374,-51,0980896"")";"GSM Metrics-pt"
"579";"29/08/2023 16:54";"=HYPERLINK(""http://maps.google.com/?q=-26,600374,-51,0980896"",""-26,600374,-51,0980896"")";"Estado Activo"
"580";"29/08/2023 16:54";"=HYPERLINK(""http://maps.google.com/?q=-26,600374,-51,0980896"",""-26,600374,-51,0980896"")";"Ligado"
"581";"29/08/2023 16:54";"=HYPERLINK(""http://maps.google.com/?q=-26,600374,-51,0980896"",""-26,600374,-51,0980896"")";"Chave Ligada"
"582";"29/08/2023 16:54";"=HYPERLINK(""http://maps.google.com/?q=-26,600374,-51,0980896"",""-26,600374,-51,0980896"")";"Arranque do Motor"
"583";"29/08/2023 16:55";"=HYPERLINK(""http://maps.google.com/?q=-26,6006961,-51,0978268"",""-26,6006961,-51,0978268"")";"Primeiro Acerto do GPS"
"584";"29/08/2023 16:55";"=HYPERLINK(""http://maps.google.com/?q=-26,6006961,-51,0978268"",""-26,6006961,-51,0978268"")";"Em andamento"
"585";"29/08/2023 17:09";"=HYPERLINK(""http://maps.google.com/?q=-26,6027031,-51,101407"",""-26,6027031,-51,101407"")";"Routine data transmission-pt"
"586";"29/08/2023 17:09";"=HYPERLINK(""http://maps.google.com/?q=-26,602691,-51,101444"",""-26,602691,-51,101444"")";"Parado"
"587";"29/08/2023 17:21";"=HYPERLINK(""http://maps.google.com/?q=-26,602691,-51,101444"",""-26,602691,-51,101444"")";"Chave Desligada"
"588";"29/08/2023 17:21";"=HYPERLINK(""http://maps.google.com/?q=-26,602691,-51,101444"",""-26,602691,-51,101444"")";"Paragem do Motor"
"589";"29/08/2023 17:22";"=HYPERLINK(""http://maps.google.com/?q=-26,6026898,-51,1014428"",""-26,6026898,-51,1014428"")";"Chave Ligada"
"590";"29/08/2023 17:22";"=HYPERLINK(""http://maps.google.com/?q=-26,6026898,-51,1014428"",""-26,6026898,-51,1014428"")";"Arranque do Motor"
"591";"29/08/2023 17:25";"=HYPERLINK(""http://maps.google.com/?q=-26,6027345,-51,1014461"",""-26,6027345,-51,1014461"")";"Chave Desligada"
"592";"29/08/2023 17:25";"=HYPERLINK(""http://maps.google.com/?q=-26,6027345,-51,1014461"",""-26,6027345,-51,1014461"")";"Paragem do Motor"
"593";"29/08/2023 17:27";"=HYPERLINK(""http://maps.google.com/?q=-26,6027251,-51,1013903"",""-26,6027251,-51,1013903"")";"Chave Ligada"
"594";"29/08/2023 17:27";"=HYPERLINK(""http://maps.google.com/?q=-26,6027251,-51,1013903"",""-26,6027251,-51,1013903"")";"Arranque do Motor"
"595";"29/08/2023 17:28";"=HYPERLINK(""http://maps.google.com/?q=-26,6028188,-51,1014733"",""-26,6028188,-51,1014733"")";"Em andamento"
"596";"29/08/2023 17:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6023583,-51,0966031"",""-26,6023583,-51,0966031"")";"Chave Desligada"
"597";"29/08/2023 17:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6023583,-51,0966031"",""-26,6023583,-51,0966031"")";"Paragem do Motor"
"598";"29/08/2023 17:47";"=HYPERLINK(""http://maps.google.com/?q=-26,6023628,-51,0966049"",""-26,6023628,-51,0966049"")";"Prestes a Entrar em Estado de Descanso"
"599";"29/08/2023 17:47";"=HYPERLINK(""http://maps.google.com/?q=-26,6023628,-51,0966049"",""-26,6023628,-51,0966049"")";"GSM Metrics-pt"
"600";"30/08/2023 05:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6023628,-51,0966049"",""-26,6023628,-51,0966049"")";"Estado Activo"
"601";"30/08/2023 05:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6023628,-51,0966049"",""-26,6023628,-51,0966049"")";"Ligado"
"602";"30/08/2023 05:50";"=HYPERLINK(""http://maps.google.com/?q=-26,6022898,-51,0966104"",""-26,6022898,-51,0966104"")";"Primeiro Acerto do GPS"
"603";"30/08/2023 05:50";"=HYPERLINK(""http://maps.google.com/?q=-26,6023341,-51,0966081"",""-26,6023341,-51,0966081"")";"Prestes a Entrar em Estado de Descanso"
"604";"30/08/2023 05:50";"=HYPERLINK(""http://maps.google.com/?q=-26,6023341,-51,0966081"",""-26,6023341,-51,0966081"")";"GSM Metrics-pt"
"605";"30/08/2023 08:15";"=HYPERLINK(""http://maps.google.com/?q=-26,6023341,-51,0966081"",""-26,6023341,-51,0966081"")";"Estado Activo"
"606";"30/08/2023 08:15";"=HYPERLINK(""http://maps.google.com/?q=-26,6023341,-51,0966081"",""-26,6023341,-51,0966081"")";"Ligado"
"607";"30/08/2023 08:16";"=HYPERLINK(""http://maps.google.com/?q=-26,6023341,-51,0966081"",""-26,6023341,-51,0966081"")";"Chave Ligada"
"608";"30/08/2023 08:16";"=HYPERLINK(""http://maps.google.com/?q=-26,6023341,-51,0966081"",""-26,6023341,-51,0966081"")";"Arranque do Motor"
"609";"30/08/2023 08:17";"=HYPERLINK(""http://maps.google.com/?q=-26,6023091,-51,0966406"",""-26,6023091,-51,0966406"")";"Primeiro Acerto do GPS"
"610";"30/08/2023 08:19";"=HYPERLINK(""http://maps.google.com/?q=-26,6022828,-51,0971581"",""-26,6022828,-51,0971581"")";"Em andamento"
"611";"30/08/2023 08:21";"=HYPERLINK(""http://maps.google.com/?q=-26,6028641,-51,1011641"",""-26,6028641,-51,1011641"")";"Parado"
"612";"30/08/2023 08:25";"=HYPERLINK(""http://maps.google.com/?q=-26,6027231,-51,1010985"",""-26,6027231,-51,1010985"")";"Chave Desligada"
"613";"30/08/2023 08:25";"=HYPERLINK(""http://maps.google.com/?q=-26,6027231,-51,1010985"",""-26,6027231,-51,1010985"")";"Paragem do Motor"
"614";"30/08/2023 08:30";"=HYPERLINK(""http://maps.google.com/?q=-26,6027253,-51,1010913"",""-26,6027253,-51,1010913"")";"Chave Ligada"
"615";"30/08/2023 08:30";"=HYPERLINK(""http://maps.google.com/?q=-26,6027271,-51,1010893"",""-26,6027271,-51,1010893"")";"Arranque do Motor"
"616";"30/08/2023 08:31";"=HYPERLINK(""http://maps.google.com/?q=-26,6027653,-51,1010755"",""-26,6027653,-51,1010755"")";"Chave Desligada"
"617";"30/08/2023 08:31";"=HYPERLINK(""http://maps.google.com/?q=-26,6027653,-51,1010755"",""-26,6027653,-51,1010755"")";"Paragem do Motor"
"618";"30/08/2023 08:35";"=HYPERLINK(""http://maps.google.com/?q=-26,6027865,-51,1010903"",""-26,6027865,-51,1010903"")";"Chave Ligada"
"619";"30/08/2023 08:35";"=HYPERLINK(""http://maps.google.com/?q=-26,602786,-51,10109"",""-26,602786,-51,10109"")";"Arranque do Motor"
"620";"30/08/2023 08:38";"=HYPERLINK(""http://maps.google.com/?q=-26,6029151,-51,1015538"",""-26,6029151,-51,1015538"")";"Chave Desligada"
"621";"30/08/2023 08:38";"=HYPERLINK(""http://maps.google.com/?q=-26,6029151,-51,1015538"",""-26,6029151,-51,1015538"")";"Paragem do Motor"
"622";"30/08/2023 08:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6029035,-51,101551"",""-26,6029035,-51,101551"")";"Chave Ligada"
"623";"30/08/2023 08:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6029035,-51,101551"",""-26,6029035,-51,101551"")";"Arranque do Motor"
"624";"30/08/2023 08:45";"=HYPERLINK(""http://maps.google.com/?q=-26,6028798,-51,1015846"",""-26,6028798,-51,1015846"")";"Em andamento"
"625";"30/08/2023 08:52";"=HYPERLINK(""http://maps.google.com/?q=-26,602918,-51,1015438"",""-26,602918,-51,1015438"")";"Paragem do Motor"
"626";"30/08/2023 08:52";"=HYPERLINK(""http://maps.google.com/?q=-26,602918,-51,1015438"",""-26,602918,-51,1015438"")";"Chave Desligada"
"627";"30/08/2023 09:03";"=HYPERLINK(""http://maps.google.com/?q=-26,6029008,-51,1015456"",""-26,6029008,-51,1015456"")";"Chave Ligada"
"628";"30/08/2023 09:03";"=HYPERLINK(""http://maps.google.com/?q=-26,6029005,-51,1015458"",""-26,6029005,-51,1015458"")";"Arranque do Motor"
"629";"30/08/2023 09:03";"=HYPERLINK(""http://maps.google.com/?q=-26,6027926,-51,101476"",""-26,6027926,-51,101476"")";"Em andamento"
"630";"30/08/2023 09:08";"=HYPERLINK(""http://maps.google.com/?q=-26,602658,-51,1014721"",""-26,602658,-51,1014721"")";"Paragem do Motor"
"631";"30/08/2023 09:08";"=HYPERLINK(""http://maps.google.com/?q=-26,602658,-51,1014721"",""-26,602658,-51,1014721"")";"Chave Desligada"
"632";"30/08/2023 09:10";"=HYPERLINK(""http://maps.google.com/?q=-26,6026328,-51,1014455"",""-26,6026328,-51,1014455"")";"Chave Ligada"
"633";"30/08/2023 09:10";"=HYPERLINK(""http://maps.google.com/?q=-26,6026328,-51,1014455"",""-26,6026328,-51,1014455"")";"Arranque do Motor"
"634";"30/08/2023 09:11";"=HYPERLINK(""http://maps.google.com/?q=-26,6026413,-51,1014495"",""-26,6026413,-51,1014495"")";"Em andamento"
"635";"30/08/2023 09:17";"=HYPERLINK(""http://maps.google.com/?q=-26,6027095,-51,1014775"",""-26,6027095,-51,1014775"")";"Chave Desligada"
"636";"30/08/2023 09:17";"=HYPERLINK(""http://maps.google.com/?q=-26,6027095,-51,1014775"",""-26,6027095,-51,1014775"")";"Paragem do Motor"
"637";"30/08/2023 09:20";"=HYPERLINK(""http://maps.google.com/?q=-26,602711,-51,101481"",""-26,602711,-51,101481"")";"Arranque do Motor"
"638";"30/08/2023 09:20";"=HYPERLINK(""http://maps.google.com/?q=-26,602711,-51,101481"",""-26,602711,-51,101481"")";"Chave Ligada"
"639";"30/08/2023 09:21";"=HYPERLINK(""http://maps.google.com/?q=-26,6028456,-51,1015746"",""-26,6028456,-51,1015746"")";"Em andamento"
"640";"30/08/2023 09:29";"=HYPERLINK(""http://maps.google.com/?q=-26,6003221,-51,0980999"",""-26,6003221,-51,0980999"")";"Chave Desligada"
"641";"30/08/2023 09:29";"=HYPERLINK(""http://maps.google.com/?q=-26,6003221,-51,0980999"",""-26,6003221,-51,0980999"")";"Paragem do Motor"
"642";"30/08/2023 09:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6003185,-51,0981021"",""-26,6003185,-51,0981021"")";"Chave Ligada"
"643";"30/08/2023 09:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6003185,-51,0981021"",""-26,6003185,-51,0981021"")";"Arranque do Motor"
"644";"30/08/2023 09:37";"=HYPERLINK(""http://maps.google.com/?q=-26,600217,-51,0979974"",""-26,600217,-51,0979974"")";"Em andamento"
"645";"30/08/2023 09:42";"=HYPERLINK(""http://maps.google.com/?q=-26,5996954,-51,0982126"",""-26,5996954,-51,0982126"")";"Parado"
"646";"30/08/2023 09:52";"=HYPERLINK(""http://maps.google.com/?q=-26,5996954,-51,0982126"",""-26,5996954,-51,0982126"")";"Routine data transmission-pt"
"647";"30/08/2023 09:57";"=HYPERLINK(""http://maps.google.com/?q=-26,5997789,-51,0981508"",""-26,5997789,-51,0981508"")";"Chave Desligada"
"648";"30/08/2023 09:57";"=HYPERLINK(""http://maps.google.com/?q=-26,5997789,-51,0981508"",""-26,5997789,-51,0981508"")";"Paragem do Motor"
"649";"30/08/2023 10:07";"=HYPERLINK(""http://maps.google.com/?q=-26,5997634,-51,0981373"",""-26,5997634,-51,0981373"")";"Chave Ligada"
"650";"30/08/2023 10:07";"=HYPERLINK(""http://maps.google.com/?q=-26,5997634,-51,0981373"",""-26,5997634,-51,0981373"")";"Arranque do Motor"
"651";"30/08/2023 10:22";"=HYPERLINK(""http://maps.google.com/?q=-26,5998693,-51,0980688"",""-26,5998693,-51,0980688"")";"Routine data transmission-pt"
"652";"30/08/2023 10:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6000113,-51,0980169"",""-26,6000113,-51,0980169"")";"Chave Desligada"
"653";"30/08/2023 10:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6000113,-51,0980169"",""-26,6000113,-51,0980169"")";"Paragem do Motor"
"654";"30/08/2023 10:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6000203,-51,0980311"",""-26,6000203,-51,0980311"")";"Chave Ligada"
"655";"30/08/2023 10:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6000203,-51,0980311"",""-26,6000203,-51,0980311"")";"Arranque do Motor"
"656";"30/08/2023 10:51";"=HYPERLINK(""http://maps.google.com/?q=-26,6000316,-51,0979966"",""-26,6000316,-51,0979966"")";"Routine data transmission-pt"
"657";"30/08/2023 11:06";"=HYPERLINK(""http://maps.google.com/?q=-26,6001221,-51,0978684"",""-26,6001221,-51,0978684"")";"Routine data transmission-pt"
"658";"30/08/2023 11:14";"=HYPERLINK(""http://maps.google.com/?q=-26,600136,-51,0979383"",""-26,600136,-51,0979383"")";"Chave Desligada"
"659";"30/08/2023 11:14";"=HYPERLINK(""http://maps.google.com/?q=-26,600136,-51,0979383"",""-26,600136,-51,0979383"")";"Paragem do Motor"
"660";"30/08/2023 11:18";"=HYPERLINK(""http://maps.google.com/?q=-26,600148,-51,0979101"",""-26,600148,-51,0979101"")";"Chave Ligada"
"661";"30/08/2023 11:18";"=HYPERLINK(""http://maps.google.com/?q=-26,600148,-51,0979101"",""-26,600148,-51,0979101"")";"Arranque do Motor"
"662";"30/08/2023 11:18";"=HYPERLINK(""http://maps.google.com/?q=-26,6001933,-51,0978939"",""-26,6001933,-51,0978939"")";"Chave Desligada"
"663";"30/08/2023 11:18";"=HYPERLINK(""http://maps.google.com/?q=-26,6001933,-51,0978939"",""-26,6001933,-51,0978939"")";"Paragem do Motor"
"664";"30/08/2023 11:19";"=HYPERLINK(""http://maps.google.com/?q=-26,600194,-51,0978918"",""-26,600194,-51,0978918"")";"Chave Ligada"
"665";"30/08/2023 11:19";"=HYPERLINK(""http://maps.google.com/?q=-26,600194,-51,0978918"",""-26,600194,-51,0978918"")";"Arranque do Motor"
"666";"30/08/2023 11:20";"=HYPERLINK(""http://maps.google.com/?q=-26,6001938,-51,0978916"",""-26,6001938,-51,0978916"")";"Paragem do Motor"
"667";"30/08/2023 11:20";"=HYPERLINK(""http://maps.google.com/?q=-26,6001938,-51,0978916"",""-26,6001938,-51,0978916"")";"Chave Desligada"
"668";"30/08/2023 11:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6002135,-51,0978554"",""-26,6002135,-51,0978554"")";"Chave Ligada"
"669";"30/08/2023 11:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6002135,-51,0978554"",""-26,6002135,-51,0978554"")";"Arranque do Motor"
"670";"30/08/2023 11:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6001226,-51,0979068"",""-26,6001226,-51,0979068"")";"Em andamento"
"671";"30/08/2023 11:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6002206,-51,0980446"",""-26,6002206,-51,0980446"")";"Chave Desligada"
"672";"30/08/2023 11:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6002206,-51,0980446"",""-26,6002206,-51,0980446"")";"Paragem do Motor"
"673";"30/08/2023 11:52";"=HYPERLINK(""http://maps.google.com/?q=-26,6002168,-51,0980348"",""-26,6002168,-51,0980348"")";"Prestes a Entrar em Estado de Descanso"
"674";"30/08/2023 11:52";"=HYPERLINK(""http://maps.google.com/?q=-26,6002168,-51,0980348"",""-26,6002168,-51,0980348"")";"GSM Metrics-pt"
"675";"30/08/2023 13:42";"=HYPERLINK(""http://maps.google.com/?q=-26,6002168,-51,0980348"",""-26,6002168,-51,0980348"")";"Estado Activo"
"676";"30/08/2023 13:42";"=HYPERLINK(""http://maps.google.com/?q=-26,6002168,-51,0980348"",""-26,6002168,-51,0980348"")";"Ligado"
"677";"30/08/2023 13:42";"=HYPERLINK(""http://maps.google.com/?q=-26,6002168,-51,0980348"",""-26,6002168,-51,0980348"")";"Chave Ligada"
"678";"30/08/2023 13:42";"=HYPERLINK(""http://maps.google.com/?q=-26,6002168,-51,0980348"",""-26,6002168,-51,0980348"")";"Arranque do Motor"
"679";"30/08/2023 13:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6001101,-51,0979381"",""-26,6001101,-51,0979381"")";"Primeiro Acerto do GPS"
"680";"30/08/2023 13:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6000431,-51,0979589"",""-26,6000431,-51,0979589"")";"Chave Desligada"
"681";"30/08/2023 13:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6000431,-51,0979589"",""-26,6000431,-51,0979589"")";"Paragem do Motor"
"682";"30/08/2023 13:58";"=HYPERLINK(""http://maps.google.com/?q=-26,6000451,-51,0979774"",""-26,6000451,-51,0979774"")";"Relatório Atempado"
"683";"30/08/2023 13:58";"=HYPERLINK(""http://maps.google.com/?q=-26,6000451,-51,0979774"",""-26,6000451,-51,0979774"")";"Prestes a Entrar em Estado de Descanso"
"684";"30/08/2023 13:58";"=HYPERLINK(""http://maps.google.com/?q=-26,6000451,-51,0979774"",""-26,6000451,-51,0979774"")";"GSM Metrics-pt"
"685";"30/08/2023 14:08";"=HYPERLINK(""http://maps.google.com/?q=-26,6000451,-51,0979774"",""-26,6000451,-51,0979774"")";"Estado Activo"
"686";"30/08/2023 14:08";"=HYPERLINK(""http://maps.google.com/?q=-26,6000451,-51,0979774"",""-26,6000451,-51,0979774"")";"Ligado"
"687";"30/08/2023 14:08";"=HYPERLINK(""http://maps.google.com/?q=-26,6000451,-51,0979774"",""-26,6000451,-51,0979774"")";"Chave Ligada"
"688";"30/08/2023 14:08";"=HYPERLINK(""http://maps.google.com/?q=-26,6000451,-51,0979774"",""-26,6000451,-51,0979774"")";"Arranque do Motor"
"689";"30/08/2023 14:08";"=HYPERLINK(""http://maps.google.com/?q=-26,6000451,-51,0979774"",""-26,6000451,-51,0979774"")";"Chave Desligada"
"690";"30/08/2023 14:08";"=HYPERLINK(""http://maps.google.com/?q=-26,6000451,-51,0979774"",""-26,6000451,-51,0979774"")";"Paragem do Motor"
"691";"30/08/2023 14:09";"=HYPERLINK(""http://maps.google.com/?q=-26,5998658,-51,0980624"",""-26,5998658,-51,0980624"")";"Primeiro Acerto do GPS"
"692";"30/08/2023 14:12";"=HYPERLINK(""http://maps.google.com/?q=-26,5998624,-51,0980503"",""-26,5998624,-51,0980503"")";"Chave Ligada"
"693";"30/08/2023 14:12";"=HYPERLINK(""http://maps.google.com/?q=-26,5998623,-51,0980503"",""-26,5998623,-51,0980503"")";"Arranque do Motor"
"694";"30/08/2023 14:12";"=HYPERLINK(""http://maps.google.com/?q=-26,5998623,-51,0980503"",""-26,5998623,-51,0980503"")";"Chave Desligada"
"695";"30/08/2023 14:12";"=HYPERLINK(""http://maps.google.com/?q=-26,5998623,-51,0980503"",""-26,5998623,-51,0980503"")";"Paragem do Motor"
"696";"30/08/2023 14:27";"=HYPERLINK(""http://maps.google.com/?q=-26,5998706,-51,0980758"",""-26,5998706,-51,0980758"")";"Prestes a Entrar em Estado de Descanso"
"697";"30/08/2023 14:27";"=HYPERLINK(""http://maps.google.com/?q=-26,5998706,-51,0980758"",""-26,5998706,-51,0980758"")";"GSM Metrics-pt"
"698";"30/08/2023 14:33";"=HYPERLINK(""http://maps.google.com/?q=-26,5998706,-51,0980758"",""-26,5998706,-51,0980758"")";"Estado Activo"
"699";"30/08/2023 14:33";"=HYPERLINK(""http://maps.google.com/?q=-26,5998706,-51,0980758"",""-26,5998706,-51,0980758"")";"Chave Ligada"
"700";"30/08/2023 14:33";"=HYPERLINK(""http://maps.google.com/?q=-26,5998706,-51,0980758"",""-26,5998706,-51,0980758"")";"Ligado"
"701";"30/08/2023 14:33";"=HYPERLINK(""http://maps.google.com/?q=-26,5998706,-51,0980758"",""-26,5998706,-51,0980758"")";"Arranque do Motor"
"702";"30/08/2023 14:34";"=HYPERLINK(""http://maps.google.com/?q=-26,5999658,-51,0980064"",""-26,5999658,-51,0980064"")";"Primeiro Acerto do GPS"
"703";"30/08/2023 14:34";"=HYPERLINK(""http://maps.google.com/?q=-26,5999573,-51,0980259"",""-26,5999573,-51,0980259"")";"Em andamento"
